PPID,EFFDT,FEATURECD,TWP,RGE,MER,TRM
01300002ZR,09/09/2016,SURVEYED,09,28,3,09-28-3
01300002ZJ,09/09/2016,SURVEYED,09,30,3,09-30-3
01300003MG,09/09/2016,SURVEYED,10,30,3,10-30-3
01300003M4,09/09/2016,SURVEYED,11,29,3,11-29-3
01300003MK,09/09/2016,SURVEYED,11,02,3,11-02-3
01300002YF,09/09/2016,SURVEYED,11,01,3,11-01-3
01300002TE,08/12/2015,SURVEYED,14,30,2,14-30-2
01300002TB,08/12/2015,SURVEYED,14,01,3,14-01-3
01300003LP,08/12/2015,SURVEYED,16,30,2,16-30-2
01300002PW,08/12/2015,SURVEYED,16,29,2,16-29-2
01300002H8,08/12/2015,SURVEYED,20,08,3,20-08-3
013000033D,08/12/2015,SURVEYED,08,20,2,08-20-2
01300003ND,08/12/2015,SURVEYED,09,20,2,09-20-2
01300003F1,08/12/2015,SURVEYED,01,24,2,01-24-2
013000014W,08/12/2015,SURVEYED,47,22,3,47-22-3
013000030Q,08/12/2015,SURVEYED,09,34,1,09-34-1
013000030T,08/12/2015,SURVEYED,09,01,2,09-01-2
01300003L6,08/12/2015,SURVEYED,17,10,3,17-10-3
01300002J2,08/12/2015,SURVEYED,19,32,1,19-32-1
013000031U,08/12/2015,SURVEYED,09,25,2,09-25-2
013000033A,08/12/2015,SURVEYED,08,27,2,08-27-2
0130000337,08/12/2015,SURVEYED,08,28,2,08-28-2
01300002YP,08/12/2015,SURVEYED,11,26,2,11-26-2
01300002X4,08/12/2015,SURVEYED,12,27,2,12-27-2
01300002VJ,08/12/2015,SURVEYED,13,27,2,13-27-2
01300003MM,08/12/2015,SURVEYED,11,27,2,11-27-2
0130000335,08/12/2015,SURVEYED,08,16,2,08-16-2
01300003MZ,08/12/2015,SURVEYED,10,17,2,10-17-2
01300002UU,08/12/2015,SURVEYED,13,08,2,13-08-2
013000023B,08/12/2015,SURVEYED,28,30,1,28-30-1
013000021H,08/12/2015,SURVEYED,29,30,1,29-30-1
01300001X9,08/12/2015,SURVEYED,32,03,2,32-03-2
01300003GZ,08/12/2015,SURVEYED,31,04,2,31-04-2
01300002UV,08/12/2015,SURVEYED,13,07,3,13-07-3
01300002US,08/12/2015,SURVEYED,13,08,3,13-08-3
01300003GW,08/12/2015,SURVEYED,31,20,3,31-20-3
01300003JL,08/12/2015,SURVEYED,24,09,3,24-09-3
01300002SD,08/12/2015,SURVEYED,14,16,3,14-16-3
01300002R8,09/09/2016,SURVEYED,15,04,3,15-04-3
01300002SY,09/09/2016,SURVEYED,14,07,3,14-07-3
01300002SV,09/09/2016,SURVEYED,14,08,3,14-08-3
01300002KZ,09/09/2016,SURVEYED,18,14,3,18-14-3
01300003KS,09/09/2016,SURVEYED,18,13,3,18-13-3
01300002VQ,09/09/2016,SURVEYED,13,24,2,13-24-2
01300002VR,09/09/2016,SURVEYED,13,23,2,13-23-2
013000032T,09/09/2016,SURVEYED,08,06,3,08-06-3
01300002H4,09/09/2016,SURVEYED,20,11,3,20-11-3
01300001Z9,09/09/2016,SURVEYED,31,02,3,31-02-3
01300001XT,09/09/2016,SURVEYED,32,02,3,32-02-3
0130000289,09/09/2016,SURVEYED,25,23,3,25-23-3
01300002ZV,09/09/2016,SURVEYED,10,03,3,10-03-3
013000031E,09/09/2016,SURVEYED,09,03,3,09-03-3
01300003NA,09/09/2016,SURVEYED,09,02,3,09-02-3
01300002ZX,09/09/2016,SURVEYED,10,02,3,10-02-3
01300002ES,09/09/2016,SURVEYED,21,02,2,21-02-2
01300001X4,09/09/2016,SURVEYED,32,32,1,32-32-1
01300003G8,09/09/2016,SURVEYED,33,01,2,33-01-2
01300003GL,09/09/2016,SURVEYED,32,01,2,32-01-2
01300001X5,09/09/2016,SURVEYED,32,33,1,32-33-1
01300001PU,09/09/2016,SURVEYED,37,11,2,37-11-2
01300002BA,09/09/2016,SURVEYED,23,33,1,23-33-1
01300002BB,09/09/2016,SURVEYED,23,01,2,23-01-2
01300002CV,09/09/2016,SURVEYED,22,01,2,22-01-2
013000020Y,09/09/2016,SURVEYED,30,04,3,30-04-3
01300001Z6,09/09/2016,SURVEYED,31,04,3,31-04-3
01300003BY,09/09/2016,SURVEYED,03,19,2,03-19-2
01300003DH,09/09/2016,SURVEYED,02,19,2,02-19-2
01300002BX,09/09/2016,SURVEYED,23,08,3,23-08-3
01300001UL,09/09/2016,SURVEYED,34,07,3,34-07-3
0130000253,09/09/2016,SURVEYED,28,22,2,28-22-2
013000026K,09/09/2016,SURVEYED,27,22,2,27-22-2
013000023S,09/09/2016,SURVEYED,28,18,3,28-18-3
013000023Q,09/09/2016,SURVEYED,28,19,3,28-19-3
01300003H7,09/09/2016,SURVEYED,30,25,3,30-25-3
01300001ZT,09/09/2016,SURVEYED,30,24,3,30-24-3
01300000MG,09/02/2007,THEORETIC,56,06,2,56-06-2
01300000D3,09/02/2007,THEORETIC,64,18,3,64-18-3
01300000MX,09/02/2007,THEORETIC,57,11,2,57-11-2
01300000MM,09/02/2007,THEORETIC,56,07,2,56-07-2
013000017D,09/02/2007,THEORETIC,46,05,2,46-05-2
01300004W9,16/01/2012,THEORETIC,57,07,2,57-07-2
01300001RS,22/02/2016,SURVEYED,36,13,2,36-13-2
01300000HF,22/02/2016,SURVEYED,59,20,3,59-20-3
01300001R8,22/02/2016,SURVEYED,36,05,2,36-05-2
01300001B5,30/12/2016,SURVEYED,44,09,3,44-09-3
01300001XL,22/02/2016,SURVEYED,32,06,3,32-06-3
01300001DY,29/05/2017,SURVEYED,43,24,2,43-24-2
01300001UV,30/12/2016,SURVEYED,34,13,2,34-13-2
01300001DJ,22/02/2016,SURVEYED,43,04,3,43-04-3
01300002HD,22/02/2016,SURVEYED,20,04,3,20-04-3
01300001RQ,22/02/2016,SURVEYED,36,12,2,36-12-2
01300001PV,22/02/2016,SURVEYED,37,12,2,37-12-2
0130000134,29/05/2017,SURVEYED,48,19,3,48-19-3
01300001Q8,22/02/2016,SURVEYED,37,26,2,37-26-2
01300001QA,22/02/2016,SURVEYED,37,25,2,37-25-2
01300001L9,22/02/2016,SURVEYED,39,09,2,39-09-2
01300001ET,22/02/2016,SURVEYED,42,03,2,42-03-2
01300001ZR,22/02/2016,SURVEYED,31,22,2,31-22-2
0130000132,29/05/2017,SURVEYED,48,20,3,48-20-3
01300000ZD,22/02/2016,SURVEYED,50,20,3,50-20-3
01300001BS,22/02/2016,SURVEYED,44,14,2,44-14-2
013000004X,22/02/2016,SURVEYED,46,04,3,46-04-3
01300003F0,29/05/2017,SURVEYED,01,20,2,01-20-2
01300000XK,22/02/2016,SURVEYED,51,20,3,51-20-3
013000011A,29/05/2017,SURVEYED,49,20,3,49-20-3
01300003EY,29/05/2017,SURVEYED,01,19,2,01-19-2
0130000106,22/02/2016,SURVEYED,50,07,3,50-07-3
013000011B,29/05/2017,SURVEYED,49,19,3,49-19-3
01300002D6,29/05/2017,SURVEYED,22,07,2,22-07-2
01300002EY,29/05/2017,SURVEYED,21,06,2,21-06-2
01300001ME,22/02/2016,SURVEYED,38,13,3,38-13-3
01300000JC,22/02/2016,SURVEYED,58,13,3,58-13-3
01300000RS,30/05/2017,THEORETIC,55,12,3,55-12-3
013000017Q,22/02/2016,SURVEYED,46,05,3,46-05-3
01300001GA,22/02/2016,SURVEYED,41,10,3,41-10-3
01300000RS,30/05/2017,THEORETIC,55,12,3,55-12-3
01300001XN,22/02/2016,SURVEYED,32,05,3,32-05-3
01300001J4,22/02/2016,SURVEYED,40,13,3,40-13-3
01300000RS,30/05/2017,SURVEYED,55,12,3,55-12-3
01300000RS,30/05/2017,THEORETIC,55,12,3,55-12-3
013000010S,22/02/2016,SURVEYED,49,25,3,49-25-3
01300003GC,22/02/2016,SURVEYED,33,05,3,33-05-3
01300002F0,29/05/2017,SURVEYED,21,07,2,21-07-2
0130000067,22/02/2016,SURVEYED,40,14,3,40-14-3
01300001KP,22/02/2016,SURVEYED,39,14,3,39-14-3
013000006C,22/02/2016,SURVEYED,40,06,3,40-06-3
013000012P,22/02/2016,SURVEYED,48,25,3,48-25-3
01300001GK,22/02/2016,SURVEYED,41,08,3,41-08-3
01300001PD,22/02/2016,SURVEYED,37,05,2,37-05-2
0130000126,22/02/2016,SURVEYED,49,07,3,49-07-3
01300001W4,22/02/2016,SURVEYED,33,06,3,33-06-3
01300001KS,22/02/2016,SURVEYED,39,13,3,39-13-3
01300002GY,22/02/2016,SURVEYED,20,09,2,20-09-2
01300001B7,22/02/2016,SURVEYED,44,08,3,44-08-3
01300000VS,22/02/2016,SURVEYED,52,18,3,52-18-3
013000005M,29/05/2017,SURVEYED,42,24,2,42-24-2
01300003KG,22/02/2016,SURVEYED,19,04,3,19-04-3
01300000HH,22/02/2016,SURVEYED,59,17,3,59-17-3
013000019G,22/02/2016,SURVEYED,45,05,3,45-05-3
01300000M7,30/12/2019,THEORETIC,57,09,3,57-09-3
01300002AR,04/11/2019,SURVEYED,23,26,3,23-26-3
01300002B4,04/11/2019,SURVEYED,23,25,3,23-25-3
01300001GZ,05/11/2019,SURVEYED,41,12,2,41-12-2
01300001HR,05/11/2019,SURVEYED,41,11,2,41-11-2
01300002Q4,06/11/2019,SURVEYED,16,25,2,16-25-2
0130000209,06/11/2019,SURVEYED,30,09,2,30-09-2
0130000223,06/11/2019,SURVEYED,29,09,2,29-09-2
013000020B,06/11/2019,SURVEYED,30,10,2,30-10-2
0130000225,06/11/2019,SURVEYED,29,10,2,29-10-2
01300001RK,07/11/2019,SURVEYED,35,27,3,35-27-3
01300001T3,07/11/2019,SURVEYED,34,28,3,34-28-3
01300003FN,19/11/2019,SURVEYED,35,05,3,35-05-3
01300001TK,20/11/2019,SURVEYED,35,28,2,35-28-2
01300001RZ,20/11/2019,SURVEYED,36,28,2,36-28-2
01300001C5,21/11/2019,SURVEYED,44,22,2,44-22-2
013000024F,21/11/2019,SURVEYED,27,28,3,27-28-3
01300002MA,25/11/2019,SURVEYED,17,31,1,17-31-1
013000014Q,25/11/2019,SURVEYED,48,19,2,48-19-2
01300002J5,29/11/2019,SURVEYED,19,01,2,19-01-2
013000012Q,02/12/2019,SURVEYED,49,16,2,49-16-2
013000010U,02/12/2019,SURVEYED,50,16,2,50-16-2
01300002MT,03/12/2019,SURVEYED,17,06,2,17-06-2
01300002KK,04/12/2019,SURVEYED,18,32,1,18-32-1
01300002LG,04/12/2019,SURVEYED,18,09,2,18-09-2
01300003KW,04/12/2019,SURVEYED,18,10,2,18-10-2
01300003KV,05/12/2019,SURVEYED,18,08,2,18-08-2
01300002KY,05/12/2019,SURVEYED,19A,08,2,19A-08-2
01300001TN,05/12/2019,SURVEYED,35,17,2,35-17-2
01300003FS,05/12/2019,SURVEYED,35,18,2,35-18-2
01300003PK,05/12/2019,SURVEYED,03,13,2,03-13-2
01300003NZ,05/12/2019,SURVEYED,04,30,1,04-30-1
01300001CH,10/12/2019,SURVEYED,43,02,3,43-02-3
01300001CG,10/12/2019,SURVEYED,43,03,3,43-03-3
013000025A,10/12/2019,SURVEYED,27,21,3,27-21-3
0130000135,10/12/2019,SURVEYED,48,18,3,48-18-3
013000011C,10/12/2019,SURVEYED,49,18,3,49-18-3
01300002L1,11/12/2019,SURVEYED,18,02,2,18-02-2
01300002KQ,11/12/2019,SURVEYED,19A,02,2,19A-02-2
01300000ZM,11/12/2019,SURVEYED,50,15,3,50-15-3
013000011J,11/12/2019,SURVEYED,49,15,3,49-15-3
01300001U0,11/12/2019,SURVEYED,34,19,3,34-19-3
01300000XG,11/12/2019,SURVEYED,51,23,3,51-23-3
01300000YH,12/12/2019,SURVEYED,51,05,3,51-05-3
01300000WR,12/12/2019,SURVEYED,52,05,3,52-05-3
01300002B7,12/12/2019,SURVEYED,23,31,1,23-31-1
013000029R,12/12/2019,SURVEYED,24,31,1,24-31-1
01300001U7,12/12/2019,SURVEYED,34,01,2,34-01-2
01300001U9,12/12/2019,SURVEYED,34,02,2,34-02-2
01300000J9,12/12/2019,SURVEYED,58,15,3,58-15-3
01300000JA,12/12/2019,SURVEYED,58,14,3,58-14-3
01300000XS,12/12/2019,SURVEYED,51,15,3,51-15-3
01300002JB,17/12/2019,SURVEYED,19,05,2,19-05-2
01300002KU,17/12/2019,SURVEYED,19A,05,2,19A-05-2
013000028E,18/12/2019,SURVEYED,25,02,2,25-02-2
013000028D,18/12/2019,SURVEYED,25,01,2,25-01-2
0130000137,18/12/2019,SURVEYED,48,17,3,48-17-3
0130000138,18/12/2019,SURVEYED,48,16,3,48-16-3
013000016P,19/12/2019,SURVEYED,46,18,3,46-18-3
0130000150,19/12/2019,SURVEYED,47,18,3,47-18-3
01300001PY,19/12/2019,SURVEYED,37,02,3,37-02-3
01300001HT,19/12/2019,SURVEYED,40,19,3,40-19-3
01300001FU,19/12/2019,SURVEYED,41,19,3,41-19-3
01300002EN,19/12/2019,SURVEYED,21,33,1,21-33-1
013000016Z,20/12/2019,SURVEYED,46,32,1,46-32-1
013000016Y,20/12/2019,SURVEYED,46,31,1,46-31-1
01300001YS,23/12/2019,SURVEYED,31,12,3,31-12-3
01300003NM,24/12/2019,SURVEYED,08,10,2,08-10-2
013000024C,31/12/2019,SURVEYED,28,09,3,28-09-3
01300002PF,31/12/2019,SURVEYED,16,08,3,16-08-3
01300002QY,31/12/2019,SURVEYED,15,08,3,15-08-3
01300003LX,31/12/2019,SURVEYED,15,09,3,15-09-3
01300002PC,31/12/2019,SURVEYED,16,09,3,16-09-3
013000014N,02/01/2020,SURVEYED,48,18,2,48-18-2
013000014M,02/01/2020,SURVEYED,48,17,2,48-17-2
013000004K,02/01/2020,SURVEYED,47,18,2,47-18-2
013000016A,02/01/2020,SURVEYED,47,17,2,47-17-2
01300002PT,07/01/2020,SURVEYED,16,14,2,16-14-2
01300000X2,08/01/2020,SURVEYED,52,14,2,52-14-2
013000003H,08/01/2020,SURVEYED,52,15,2,52-15-2
0130000345,08/01/2020,SURVEYED,07,03,2,07-03-2
01300002PV,09/01/2020,SURVEYED,16,15,2,16-15-2
01300002NB,09/01/2020,SURVEYED,17,15,2,17-15-2
01300001AA,13/01/2020,SURVEYED,44,19,3,44-19-3
0130000052,13/01/2020,SURVEYED,45,19,3,45-19-3
01300002C4,14/01/2020,SURVEYED,23,13,2,23-13-2
01300002F8,14/01/2020,SURVEYED,21,12,2,21-12-2
01300002DE,14/01/2020,SURVEYED,22,12,2,22-12-2
01300002DU,14/01/2020,SURVEYED,22,13,2,22-13-2
01300003JH,16/01/2020,SURVEYED,24,05,2,24-05-2
013000003U,29/01/2020,SURVEYED,48,24,2,48-24-2
013000016K,30/01/2020,SURVEYED,46,20,3,46-20-3
013000016N,30/01/2020,SURVEYED,46,19,3,46-19-3
01300002N0,31/01/2020,SURVEYED,17,09,2,17-09-2
01300002MY,31/01/2020,SURVEYED,17,08,2,17-08-2
013000017N,31/01/2020,SURVEYED,45,27,3,45-27-3
01300001P0,31/01/2020,SURVEYED,37,15,3,37-15-3
01300001QX,31/01/2020,SURVEYED,36,15,3,36-15-3
01300001P2,31/01/2020,SURVEYED,37,14,3,37-14-3
013000021L,03/02/2020,SURVEYED,29,23,3,29-23-3
01300002U1,03/02/2020,SURVEYED,13,31,1,13-31-1
01300003F8,12/02/2020,SURVEYED,39,18,2,39-18-2
013000037Q,13/02/2020,SURVEYED,05,18,3,05-18-3
013000035V,13/02/2020,SURVEYED,06,17,3,06-17-3
01300000WU,19/02/2020,SURVEYED,51,26,3,51-26-3
01300000F9,19/02/2020,SURVEYED,61,26,3,61-26-3
01300002J4,20/02/2020,SURVEYED,19,33,1,19-33-1
01300002M7,25/02/2020,SURVEYED,17,25,3,17-25-3
01300000M7,27/02/2020,SURVEYED,57,09,3,57-09-3
01300000XD,06/02/2020,SURVEYED,51,24,3,51-24-3
0130000227,11/02/2020,SURVEYED,29,15,3,29-15-3
013000020D,11/02/2020,SURVEYED,30,15,3,30-15-3
01300001LQ,12/02/2020,SURVEYED,39,17,2,39-17-2
01300002M3,12/02/2020,SURVEYED,18,20,2,18-20-2
013000035T,13/02/2020,SURVEYED,06,18,3,06-18-3
013000037R,13/02/2020,SURVEYED,05,17,3,05-17-3
01300001MV,14/02/2020,SURVEYED,37,27,3,37-27-3
01300002TF,18/02/2020,SURVEYED,14,29,2,14-29-2
013000018H,19/02/2020,SURVEYED,45,27,2,45-27-2
01300003AV,24/02/2020,SURVEYED,03,18,3,03-18-3
01300002KE,24/02/2020,SURVEYED,18,25,3,18-25-3
01300003KZ,25/02/2020,SURVEYED,17,26,3,17-26-3
01300002XV,26/02/2020,SURVEYED,11,04,2,11-04-2
01300002XW,26/02/2020,SURVEYED,11,05,2,11-05-2
01300000YE,28/02/2020,SURVEYED,50,27,3,50-27-3
01300000D4,10/02/2020,SURVEYED,65,17,3,65-17-3
01300001N8,13/02/2020,SURVEYED,38,28,2,38-28-2
01300001LL,13/02/2020,SURVEYED,39,28,2,39-28-2
01300001LA,14/02/2020,SURVEYED,38,27,3,38-27-3
01300002CB,14/02/2020,SURVEYED,23,27,2,23-27-2
01300002E4,14/02/2020,SURVEYED,22,27,2,22-27-2
01300001AF,19/02/2020,SURVEYED,45A,28,2,45A-28-2
013000000Y,19/02/2020,SURVEYED,61,25,3,61-25-3
01300003KN,20/02/2020,SURVEYED,18,33,1,18-33-1
01300003PC,24/02/2020,SURVEYED,03,19,3,03-19-3
01300003KJ,24/02/2020,SURVEYED,18,26,3,18-26-3
01300000L3,27/02/2020,SURVEYED,57,08,3,57-08-3
01300002CH,03/03/2020,SURVEYED,23,23,2,23-23-2
013000035P,04/03/2020,SURVEYED,06,20,3,06-20-3
0130000221,05/03/2020,SURVEYED,29,17,3,29-17-3
013000021Y,05/03/2020,SURVEYED,29,18,3,29-18-3
01300003LU,09/03/2020,SURVEYED,15,19,3,15-19-3
013000035B,09/03/2020,SURVEYED,07,20,2,07-20-2
01300001ZU,11/03/2020,SURVEYED,30,31,1,30-31-1
013000026E,11/03/2020,SURVEYED,27,25,2,27-25-2
01300001HC,17/03/2020,SURVEYED,41,25,2,41-25-2
0130000357,17/03/2020,SURVEYED,06,26,3,06-26-3
01300000Y9,17/03/2020,SURVEYED,50,28,3,50-28-3
0130000107,17/03/2020,SURVEYED,49,28,3,49-28-3
013000017M,19/03/2020,SURVEYED,46,06,3,46-06-3
013000017H,19/03/2020,SURVEYED,46,07,3,46-07-3
01300001BK,20/03/2020,SURVEYED,44,04,3,44-04-3
013000013W,25/03/2020,SURVEYED,48,26,2,48-26-2
01300001MZ,26/03/2020,SURVEYED,38,03,3,38-03-3
01300001PW,26/03/2020,SURVEYED,37,03,3,37-03-3
01300001N2,26/03/2020,SURVEYED,38,02,3,38-02-3
01300002NG,27/03/2020,SURVEYED,17,17,2,17-17-2
01300002LY,27/03/2020,SURVEYED,18,17,2,18-17-2
013000012M,30/03/2020,SURVEYED,49,28,2,49-28-2
01300001AG,31/03/2020,SURVEYED,44,17,3,44-17-3
01300002EC,03/03/2020,SURVEYED,22,23,2,22-23-2
01300002SG,04/03/2020,SURVEYED,14,14,3,14-14-3
01300002QP,05/03/2020,SURVEYED,15,13,3,15-13-3
01300001YL,11/03/2020,SURVEYED,31,32,1,31-32-1
01300002CU,13/03/2020,SURVEYED,22,33,1,22-33-1
01300003JT,13/03/2020,SURVEYED,23,32,1,23-32-1
01300001TX,16/03/2020,SURVEYED,34,23,3,34-23-3
01300001TY,16/03/2020,SURVEYED,34,22,3,34-22-3
013000035G,17/03/2020,SURVEYED,06,25,3,06-25-3
01300000X0,17/03/2020,SURVEYED,51,25,3,51-25-3
01300002K7,18/03/2020,SURVEYED,19,18,2,19-18-2
013000015U,19/03/2020,SURVEYED,47,06,3,47-06-3
01300002N9,20/03/2020,SURVEYED,17,02,3,17-02-3
01300001BH,20/03/2020,SURVEYED,44,05,3,44-05-3
0130000154,24/03/2020,SURVEYED,47,17,3,47-17-3
01300000FR,25/03/2020,SURVEYED,61,12,3,61-12-3
013000013Y,25/03/2020,SURVEYED,P,A,S,P-A-S
01300002RS,27/03/2020,SURVEYED,15,19,2,15-19-2
013000018J,30/03/2020,SURVEYED,45,17,3,45-17-3
013000003Q,30/03/2020,SURVEYED,49,27,2,49-27-2
013000022T,31/03/2020,SURVEYED,29,03,3,29-03-3
01300000G6,31/03/2020,SURVEYED,60,15,3,60-15-3
01300002SJ,05/03/2020,SURVEYED,14,13,3,14-13-3
01300002QH,09/03/2020,SURVEYED,15,18,3,15-18-3
013000035C,09/03/2020,SURVEYED,07,21,2,07-21-2
01300003H8,11/03/2020,SURVEYED,30,32,1,30-32-1
01300001S7,12/03/2020,SURVEYED,36,19,2,36-19-2
01300001S4,12/03/2020,SURVEYED,36,18,2,36-18-2
01300002CS,13/03/2020,SURVEYED,22,32,1,22-32-1
01300001HA,17/03/2020,SURVEYED,41,26,2,41-26-2
01300000YU,17/03/2020,SURVEYED,50,25,3,50-25-3
01300003KK,18/03/2020,SURVEYED,19,19,2,19-19-2
0130000048,18/03/2020,SURVEYED,47,20,3,47-20-3
013000014Y,18/03/2020,SURVEYED,47,19,3,47-19-3
01300002LR,20/03/2020,SURVEYED,18,02,3,18-02-3
01300002BT,23/03/2020,SURVEYED,23,12,3,23-12-3
01300002DF,23/03/2020,SURVEYED,22,12,3,22-12-3
01300000FQ,25/03/2020,SURVEYED,61,13,3,61-13-3
01300002TN,27/03/2020,SURVEYED,14,19,2,14-19-2
013000020Z,31/03/2020,SURVEYED,30,03,3,30-03-3
01300001EP,06/04/2020,SURVEYED,42,13,3,42-13-3
01300002T7,07/04/2020,SURVEYED,14,03,3,14-03-3
01300001CL,06/04/2020,SURVEYED,43,17,3,43-17-3
01300001GF,13/04/2020,SURVEYED,41,09,3,41-09-3
01300001EW,13/04/2020,SURVEYED,42,09,3,42-09-3
01300003P6,13/04/2020,SURVEYED,04,03,3,04-03-3
01300003A3,13/04/2020,SURVEYED,04,02,3,04-02-3
013000020S,08/04/2020,SURVEYED,30,08,3,30-08-3
01300001R3,08/04/2020,SURVEYED,36,12,3,36-12-3
01300001P7,08/04/2020,SURVEYED,37,12,3,37-12-3
01300001P9,08/04/2020,SURVEYED,37,11,3,37-11-3
0130000200,09/04/2020,SURVEYED,30,21,3,30-21-3
01300001ZW,09/04/2020,SURVEYED,30,22,3,30-22-3
013000016H,13/04/2020,SURVEYED,46,23,3,46-23-3
013000021U,14/04/2020,SURVEYED,29,20,3,29-20-3
01300002XL,16/04/2020,SURVEYED,11,18,3,11-18-3
01300002Z4,16/04/2020,SURVEYED,10,18,3,10-18-3
01300003PW,20/04/2020,SURVEYED,02,05,3,02-05-3
01300002CG,20/04/2020,SURVEYED,23,24,2,23-24-2
01300002B0,20/04/2020,SURVEYED,24,24,2,24-24-2
013000010T,15/04/2020,SURVEYED,50,27,2,50-27-2
01300000YY,15/04/2020,SURVEYED,51,26,2,51-26-2
013000010V,15/04/2020,SURVEYED,50,26,2,50-26-2
01300001LT,15/04/2020,SURVEYED,39,24,2,39-24-2
01300001LU,15/04/2020,SURVEYED,39,23,2,39-23-2
01300002VE,14/04/2020,SURVEYED,13,17,2,13-17-2
01300002VH,14/04/2020,SURVEYED,13,18,2,13-18-2
01300001KN,15/04/2020,SURVEYED,39,15,3,39-15-3
01300001J0,15/04/2020,SURVEYED,40,15,3,40-15-3
013000028C,16/04/2020,SURVEYED,25,21,3,25-21-3
013000026Q,16/04/2020,SURVEYED,26,22,3,26-22-3
013000028A,16/04/2020,SURVEYED,25,22,3,25-22-3
013000026S,16/04/2020,SURVEYED,26,21,3,26-21-3
01300002RJ,17/04/2020,SURVEYED,15,29,2,15-29-2
01300002RH,17/04/2020,SURVEYED,15,30,2,15-30-2
013000005K,17/04/2020,SURVEYED,42,14,2,42-14-2
01300001H6,17/04/2020,SURVEYED,41,15,2,41-15-2
01300001FD,17/04/2020,SURVEYED,42,15,2,42-15-2
01300001D0,22/04/2020,SURVEYED,43,03,2,43-03-2
01300001CY,22/04/2020,SURVEYED,43,02,2,43-02-2
01300003BP,20/04/2020,SURVEYED,03,01,3,03-01-3
01300003D9,20/04/2020,SURVEYED,02,01,3,02-01-3
01300003K8,20/04/2020,SURVEYED,20,23,2,20-23-2
01300002HW,20/04/2020,SURVEYED,20,22,2,20-22-2
01300002G6,20/04/2020,SURVEYED,21,23,2,21-23-2
01300003PR,21/04/2020,SURVEYED,02,33,1,02-33-1
01300003AU,21/04/2020,SURVEYED,03,32,1,03-32-1
01300003B0,22/04/2020,SURVEYED,03,01,2,03-01-2
01300003PD,22/04/2020,SURVEYED,03,34,1,03-34-1
01300003CG,22/04/2020,SURVEYED,02,34,1,02-34-1
013000034S,23/04/2020,SURVEYED,07,12,2,07-12-2
013000036P,23/04/2020,SURVEYED,06,12,2,06-12-2
01300001QD,28/04/2020,SURVEYED,37,24,2,37-24-2
01300001NH,28/04/2020,SURVEYED,38,24,2,38-24-2
0130000303,28/04/2020,SURVEYED,10,29,2,10-29-2
01300003L9,29/04/2020,SURVEYED,17,04,3,17-04-3
01300002BY,04/05/2020,SURVEYED,23,07,3,23-07-3
01300002DM,04/05/2020,SURVEYED,22,07,3,22-07-3
01300002HT,07/05/2020,SURVEYED,20,20,2,20-20-2
01300002HV,07/05/2020,SURVEYED,20,21,2,20-21-2
01300002ZE,07/05/2020,SURVEYED,10,11,3,10-11-3
01300003MF,07/05/2020,SURVEYED,11,11,3,11-11-3
01300002GN,29/04/2020,SURVEYED,20,03,2,20-03-2
01300003KB,29/04/2020,SURVEYED,19,03,2,19-03-2
01300002J7,29/04/2020,SURVEYED,19,02,2,19-02-2
01300002GL,29/04/2020,SURVEYED,20,02,2,20-02-2
01300002N3,29/04/2020,SURVEYED,17,05,3,17-05-3
013000026C,07/05/2020,SURVEYED,27,26,2,27-26-2
01300002G3,20/04/2020,SURVEYED,21,20,2,21-20-2
01300002G1,20/04/2020,SURVEYED,21,19,2,21-19-2
01300001Z5,23/04/2020,SURVEYED,30,27,3,30-27-3
01300001XP,23/04/2020,SURVEYED,31,27,3,31-27-3
01300001RD,23/04/2020,SURVEYED,35,29,3,35-29-3
01300001RE,23/04/2020,SURVEYED,35,28,3,35-28-3
013000034M,23/04/2020,SURVEYED,07,10,2,07-10-2
01300002HQ,28/04/2020,SURVEYED,20,18,2,20-18-2
01300002HN,28/04/2020,SURVEYED,20,17,2,20-17-2
01300001FE,28/04/2020,SURVEYED,42,27,2,42-27-2
01300001SC,28/04/2020,SURVEYED,36,21,2,36-21-2
01300001S9,28/04/2020,SURVEYED,36,20,2,36-20-2
013000021R,23/04/2020,SURVEYED,29,21,3,29-21-3
013000021N,23/04/2020,SURVEYED,29,22,3,29-22-3
013000023K,23/04/2020,SURVEYED,28,21,3,28-21-3
013000023G,23/04/2020,SURVEYED,28,22,3,28-22-3
01300002LW,28/04/2020,SURVEYED,18,16,2,18-16-2
01300002LT,28/04/2020,SURVEYED,18,15,2,18-15-2
013000031M,28/04/2020,SURVEYED,09,29,2,09-29-2
01300001KL,28/04/2020,SURVEYED,39,16,3,39-16-3
01300001KJ,28/04/2020,SURVEYED,39,17,3,39-17-3
01300002NJ,04/05/2020,SURVEYED,17,26,2,17-26-2
0130000261,04/05/2020,SURVEYED,27,07,3,27-07-3
0130000284,04/05/2020,SURVEYED,26,21,2,26-21-2
013000029L,04/05/2020,SURVEYED,25,21,2,25-21-2
01300002JJ,07/05/2020,SURVEYED,19,10,2,19-10-2
01300002JK,07/05/2020,SURVEYED,19,11,2,19-11-2
01300001CW,01/04/2020,SURVEYED,43,13,3,43-13-3
0130000130,01/04/2020,SURVEYED,48,23,3,48-23-3
013000027Y,07/05/2020,SURVEYED,26,26,2,26-26-2
0130000332,08/05/2020,SURVEYED,08,14,2,08-14-2
